2016-11-19 22:34:44,745 [Worker-1] INFO  o.e.m.c.i.l.LifecycleMappingFactory - Using org.maven.ide.eclipse.wtp.WarLifecycleMapping lifecycle mapping for MavenProject: com.xu:entertainment:0.0.1-SNAPSHOT @ D:\workspace\entertainment\pom.xml.
2016-11-28 17:36:28,644 [Worker-77] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2016-11-28 17:37:41,183 [Worker-76] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (GBK actually) to copy filtered resources, i.e. build is platform dependent!
2016-11-28 17:37:41,186 [Worker-76] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 14 resources
2016-11-28 17:37:41,188 [Worker-76] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (GBK actually) to copy filtered resources, i.e. build is platform dependent!
2016-11-28 17:37:41,190 [Worker-76] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2016-11-28 17:39:03,824 [Worker-79] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (GBK actually) to copy filtered resources, i.e. build is platform dependent!
2016-11-28 17:39:03,827 [Worker-79] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 14 resources
2016-11-28 17:39:03,829 [Worker-79] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (GBK actually) to copy filtered resources, i.e. build is platform dependent!
2016-11-28 17:39:03,830 [Worker-79] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2016-11-28 17:39:08,563 [Worker-75] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (GBK actually) to copy filtered resources, i.e. build is platform dependent!
2016-11-28 17:39:08,565 [Worker-75] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 14 resources
2016-11-28 17:39:08,567 [Worker-75] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (GBK actually) to copy filtered resources, i.e. build is platform dependent!
2016-11-28 17:39:08,569 [Worker-75] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2016-11-28 17:39:51,927 [Worker-77] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (GBK actually) to copy filtered resources, i.e. build is platform dependent!
2016-11-28 17:39:51,929 [Worker-77] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 14 resources
2016-11-28 17:39:51,931 [Worker-77] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (GBK actually) to copy filtered resources, i.e. build is platform dependent!
2016-11-28 17:39:51,933 [Worker-77] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2016-11-28 17:41:05,278 [Worker-79] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (GBK actually) to copy filtered resources, i.e. build is platform dependent!
2016-11-28 17:41:05,282 [Worker-79] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 14 resources
2016-11-28 17:41:05,285 [Worker-79] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (GBK actually) to copy filtered resources, i.e. build is platform dependent!
2016-11-28 17:41:05,288 [Worker-79] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2016-11-28 17:41:34,914 [Worker-76] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (GBK actually) to copy filtered resources, i.e. build is platform dependent!
2016-11-28 17:41:34,917 [Worker-76] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 14 resources
2016-11-28 17:41:34,919 [Worker-76] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (GBK actually) to copy filtered resources, i.e. build is platform dependent!
2016-11-28 17:41:34,921 [Worker-76] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2016-11-28 17:42:04,791 [Worker-79] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (GBK actually) to copy filtered resources, i.e. build is platform dependent!
2016-11-28 17:42:04,794 [Worker-79] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 14 resources
2016-11-28 17:42:04,795 [Worker-79] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (GBK actually) to copy filtered resources, i.e. build is platform dependent!
2016-11-28 17:42:04,797 [Worker-79] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2016-11-28 17:42:11,802 [Worker-78] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (GBK actually) to copy filtered resources, i.e. build is platform dependent!
2016-11-28 17:42:11,804 [Worker-78] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 14 resources
2016-11-28 17:42:11,806 [Worker-78] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (GBK actually) to copy filtered resources, i.e. build is platform dependent!
2016-11-28 17:42:11,808 [Worker-78] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2016-11-28 17:43:08,935 [Worker-79] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (GBK actually) to copy filtered resources, i.e. build is platform dependent!
2016-11-28 17:43:08,937 [Worker-79] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 14 resources
2016-11-28 17:43:08,940 [Worker-79] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (GBK actually) to copy filtered resources, i.e. build is platform dependent!
2016-11-28 17:43:08,942 [Worker-79] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2016-11-28 17:44:03,408 [Worker-77] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (GBK actually) to copy filtered resources, i.e. build is platform dependent!
2016-11-28 17:44:03,411 [Worker-77] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 14 resources
2016-11-28 17:44:03,413 [Worker-77] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (GBK actually) to copy filtered resources, i.e. build is platform dependent!
2016-11-28 17:44:03,415 [Worker-77] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2016-11-28 17:44:17,689 [Worker-79] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (GBK actually) to copy filtered resources, i.e. build is platform dependent!
2016-11-28 17:44:17,693 [Worker-79] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 14 resources
2016-11-28 17:44:17,695 [Worker-79] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (GBK actually) to copy filtered resources, i.e. build is platform dependent!
2016-11-28 17:44:17,697 [Worker-79] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2016-11-28 17:44:49,812 [Worker-75] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (GBK actually) to copy filtered resources, i.e. build is platform dependent!
2016-11-28 17:44:49,814 [Worker-75] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 14 resources
2016-11-28 17:44:49,815 [Worker-75] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (GBK actually) to copy filtered resources, i.e. build is platform dependent!
2016-11-28 17:44:49,817 [Worker-75] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2016-11-28 17:44:52,149 [Worker-75] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (GBK actually) to copy filtered resources, i.e. build is platform dependent!
2016-11-28 17:44:52,152 [Worker-75] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 14 resources
2016-11-28 17:44:52,153 [Worker-75] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (GBK actually) to copy filtered resources, i.e. build is platform dependent!
2016-11-28 17:44:52,155 [Worker-75] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2016-11-28 17:44:54,295 [Worker-78] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (GBK actually) to copy filtered resources, i.e. build is platform dependent!
2016-11-28 17:44:54,297 [Worker-78] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 14 resources
2016-11-28 17:44:54,299 [Worker-78] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (GBK actually) to copy filtered resources, i.e. build is platform dependent!
2016-11-28 17:44:54,300 [Worker-78] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2016-11-28 17:46:57,927 [Worker-79] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (GBK actually) to copy filtered resources, i.e. build is platform dependent!
2016-11-28 17:46:57,929 [Worker-79] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 14 resources
2016-11-28 17:46:57,931 [Worker-79] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (GBK actually) to copy filtered resources, i.e. build is platform dependent!
2016-11-28 17:46:57,932 [Worker-79] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2016-11-28 17:52:33,410 [Worker-76] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (GBK actually) to copy filtered resources, i.e. build is platform dependent!
2016-11-28 17:52:33,412 [Worker-76] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 14 resources
2016-11-28 17:52:33,414 [Worker-76] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (GBK actually) to copy filtered resources, i.e. build is platform dependent!
2016-11-28 17:52:33,416 [Worker-76] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2016-11-28 17:55:33,636 [Worker-76] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (GBK actually) to copy filtered resources, i.e. build is platform dependent!
2016-11-28 17:55:33,638 [Worker-76] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 14 resources
2016-11-28 17:55:33,640 [Worker-76] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (GBK actually) to copy filtered resources, i.e. build is platform dependent!
2016-11-28 17:55:33,642 [Worker-76] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2016-11-28 17:56:02,189 [Worker-79] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (GBK actually) to copy filtered resources, i.e. build is platform dependent!
2016-11-28 17:56:02,191 [Worker-79] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 14 resources
2016-11-28 17:56:02,193 [Worker-79] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (GBK actually) to copy filtered resources, i.e. build is platform dependent!
2016-11-28 17:56:02,194 [Worker-79] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2016-11-28 17:57:07,734 [Worker-76] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (GBK actually) to copy filtered resources, i.e. build is platform dependent!
2016-11-28 17:57:07,738 [Worker-76] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 14 resources
2016-11-28 17:57:07,741 [Worker-76] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (GBK actually) to copy filtered resources, i.e. build is platform dependent!
2016-11-28 17:57:07,743 [Worker-76] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2016-11-28 19:22:50,945 [Worker-104] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (GBK actually) to copy filtered resources, i.e. build is platform dependent!
2016-11-28 19:22:50,949 [Worker-104] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 14 resources
2016-11-28 19:22:50,950 [Worker-104] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (GBK actually) to copy filtered resources, i.e. build is platform dependent!
2016-11-28 19:22:50,952 [Worker-104] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2016-11-28 19:24:25,340 [Worker-103] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (GBK actually) to copy filtered resources, i.e. build is platform dependent!
2016-11-28 19:24:25,342 [Worker-103] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 14 resources
2016-11-28 19:24:25,344 [Worker-103] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (GBK actually) to copy filtered resources, i.e. build is platform dependent!
2016-11-28 19:24:25,345 [Worker-103] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2016-11-28 19:24:45,767 [Worker-105] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (GBK actually) to copy filtered resources, i.e. build is platform dependent!
2016-11-28 19:24:45,769 [Worker-105] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 14 resources
2016-11-28 19:24:45,771 [Worker-105] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (GBK actually) to copy filtered resources, i.e. build is platform dependent!
2016-11-28 19:24:45,772 [Worker-105] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2016-11-28 19:27:42,815 [Worker-103] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (GBK actually) to copy filtered resources, i.e. build is platform dependent!
2016-11-28 19:27:42,818 [Worker-103] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 14 resources
2016-11-28 19:27:42,820 [Worker-103] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (GBK actually) to copy filtered resources, i.e. build is platform dependent!
2016-11-28 19:27:42,822 [Worker-103] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2016-11-28 19:29:00,746 [Worker-103] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (GBK actually) to copy filtered resources, i.e. build is platform dependent!
2016-11-28 19:29:00,748 [Worker-103] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 14 resources
2016-11-28 19:29:00,749 [Worker-103] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (GBK actually) to copy filtered resources, i.e. build is platform dependent!
2016-11-28 19:29:00,751 [Worker-103] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2016-11-28 19:37:13,542 [Worker-107] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (GBK actually) to copy filtered resources, i.e. build is platform dependent!
2016-11-28 19:37:13,544 [Worker-107] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 14 resources
2016-11-28 19:37:13,545 [Worker-107] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (GBK actually) to copy filtered resources, i.e. build is platform dependent!
2016-11-28 19:37:13,547 [Worker-107] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2016-11-28 19:37:35,196 [Worker-111] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (GBK actually) to copy filtered resources, i.e. build is platform dependent!
2016-11-28 19:37:35,198 [Worker-111] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 14 resources
2016-11-28 19:37:35,199 [Worker-111] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (GBK actually) to copy filtered resources, i.e. build is platform dependent!
2016-11-28 19:37:35,201 [Worker-111] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2016-11-28 21:06:47,698 [Worker-130] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (GBK actually) to copy filtered resources, i.e. build is platform dependent!
2016-11-28 21:06:47,701 [Worker-130] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 14 resources
2016-11-28 21:06:47,703 [Worker-130] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (GBK actually) to copy filtered resources, i.e. build is platform dependent!
2016-11-28 21:06:47,704 [Worker-130] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2016-11-28 21:06:54,675 [Worker-130] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (GBK actually) to copy filtered resources, i.e. build is platform dependent!
2016-11-28 21:06:54,677 [Worker-130] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 14 resources
2016-11-28 21:06:54,678 [Worker-130] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (GBK actually) to copy filtered resources, i.e. build is platform dependent!
2016-11-28 21:06:54,680 [Worker-130] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2016-11-28 22:52:13,967 [Worker-155] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (GBK actually) to copy filtered resources, i.e. build is platform dependent!
2016-11-28 22:52:13,969 [Worker-155] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 14 resources
2016-11-28 22:52:13,971 [Worker-155] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (GBK actually) to copy filtered resources, i.e. build is platform dependent!
2016-11-28 22:52:13,973 [Worker-155] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2016-11-28 22:52:20,152 [Worker-153] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (GBK actually) to copy filtered resources, i.e. build is platform dependent!
2016-11-28 22:52:20,154 [Worker-153] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 14 resources
2016-11-28 22:52:20,155 [Worker-153] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (GBK actually) to copy filtered resources, i.e. build is platform dependent!
2016-11-28 22:52:20,156 [Worker-153] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2016-11-28 23:03:03,228 [Worker-156] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (GBK actually) to copy filtered resources, i.e. build is platform dependent!
2016-11-28 23:03:03,231 [Worker-156] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 14 resources
2016-11-28 23:03:03,234 [Worker-156] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (GBK actually) to copy filtered resources, i.e. build is platform dependent!
2016-11-28 23:03:03,236 [Worker-156] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2016-11-28 23:03:06,579 [Worker-158] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (GBK actually) to copy filtered resources, i.e. build is platform dependent!
2016-11-28 23:03:06,581 [Worker-158] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 14 resources
2016-11-28 23:03:06,583 [Worker-158] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (GBK actually) to copy filtered resources, i.e. build is platform dependent!
2016-11-28 23:03:06,584 [Worker-158] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2016-11-28 23:03:20,248 [Worker-161] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (GBK actually) to copy filtered resources, i.e. build is platform dependent!
2016-11-28 23:03:20,251 [Worker-161] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 14 resources
2016-11-28 23:03:20,252 [Worker-161] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (GBK actually) to copy filtered resources, i.e. build is platform dependent!
2016-11-28 23:03:20,254 [Worker-161] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2016-11-28 23:06:16,537 [Worker-162] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (GBK actually) to copy filtered resources, i.e. build is platform dependent!
2016-11-28 23:06:16,539 [Worker-162] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 14 resources
2016-11-28 23:06:16,540 [Worker-162] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (GBK actually) to copy filtered resources, i.e. build is platform dependent!
2016-11-28 23:06:16,542 [Worker-162] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2016-11-28 23:06:42,638 [Worker-162] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (GBK actually) to copy filtered resources, i.e. build is platform dependent!
2016-11-28 23:06:42,640 [Worker-162] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 14 resources
2016-11-28 23:06:42,641 [Worker-162] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (GBK actually) to copy filtered resources, i.e. build is platform dependent!
2016-11-28 23:06:42,643 [Worker-162] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2016-11-28 23:07:47,810 [Worker-158] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (GBK actually) to copy filtered resources, i.e. build is platform dependent!
2016-11-28 23:07:47,813 [Worker-158] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 14 resources
2016-11-28 23:07:47,814 [Worker-158] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (GBK actually) to copy filtered resources, i.e. build is platform dependent!
2016-11-28 23:07:47,817 [Worker-158] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2016-11-28 23:09:12,692 [Worker-158] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (GBK actually) to copy filtered resources, i.e. build is platform dependent!
2016-11-28 23:09:12,694 [Worker-158] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 14 resources
2016-11-28 23:09:12,695 [Worker-158] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (GBK actually) to copy filtered resources, i.e. build is platform dependent!
2016-11-28 23:09:12,697 [Worker-158] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2016-11-28 23:09:26,472 [Worker-163] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (GBK actually) to copy filtered resources, i.e. build is platform dependent!
2016-11-28 23:09:26,474 [Worker-163] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 14 resources
2016-11-28 23:09:26,476 [Worker-163] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (GBK actually) to copy filtered resources, i.e. build is platform dependent!
2016-11-28 23:09:26,478 [Worker-163] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2016-11-28 23:12:32,288 [Worker-164] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (GBK actually) to copy filtered resources, i.e. build is platform dependent!
2016-11-28 23:12:32,290 [Worker-164] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 14 resources
2016-11-28 23:12:32,293 [Worker-164] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (GBK actually) to copy filtered resources, i.e. build is platform dependent!
2016-11-28 23:12:32,294 [Worker-164] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2016-11-28 23:24:12,876 [Worker-169] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (GBK actually) to copy filtered resources, i.e. build is platform dependent!
2016-11-28 23:24:12,878 [Worker-169] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 14 resources
2016-11-28 23:24:12,881 [Worker-169] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (GBK actually) to copy filtered resources, i.e. build is platform dependent!
2016-11-28 23:24:12,883 [Worker-169] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2016-11-28 23:24:15,643 [Worker-164] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (GBK actually) to copy filtered resources, i.e. build is platform dependent!
2016-11-28 23:24:15,646 [Worker-164] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 14 resources
2016-11-28 23:24:15,647 [Worker-164] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (GBK actually) to copy filtered resources, i.e. build is platform dependent!
2016-11-28 23:24:15,648 [Worker-164] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2016-11-28 23:24:20,775 [Worker-170] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (GBK actually) to copy filtered resources, i.e. build is platform dependent!
2016-11-28 23:24:20,778 [Worker-170] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 14 resources
2016-11-28 23:24:20,781 [Worker-170] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (GBK actually) to copy filtered resources, i.e. build is platform dependent!
2016-11-28 23:24:20,783 [Worker-170] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2016-11-28 23:28:23,831 [Worker-174] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (GBK actually) to copy filtered resources, i.e. build is platform dependent!
2016-11-28 23:28:23,833 [Worker-174] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 14 resources
2016-11-28 23:28:23,835 [Worker-174] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (GBK actually) to copy filtered resources, i.e. build is platform dependent!
2016-11-28 23:28:23,836 [Worker-174] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2016-11-28 23:29:10,670 [Worker-172] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (GBK actually) to copy filtered resources, i.e. build is platform dependent!
2016-11-28 23:29:10,672 [Worker-172] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 14 resources
2016-11-28 23:29:10,673 [Worker-172] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (GBK actually) to copy filtered resources, i.e. build is platform dependent!
2016-11-28 23:29:10,675 [Worker-172] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2016-11-28 23:30:54,966 [Worker-172] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (GBK actually) to copy filtered resources, i.e. build is platform dependent!
2016-11-28 23:30:54,968 [Worker-172] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 14 resources
2016-11-28 23:30:54,969 [Worker-172] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (GBK actually) to copy filtered resources, i.e. build is platform dependent!
2016-11-28 23:30:54,971 [Worker-172] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2016-11-28 23:40:32,321 [Worker-174] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (GBK actually) to copy filtered resources, i.e. build is platform dependent!
2016-11-28 23:40:32,324 [Worker-174] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 14 resources
2016-11-28 23:40:32,328 [Worker-174] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (GBK actually) to copy filtered resources, i.e. build is platform dependent!
2016-11-28 23:40:32,330 [Worker-174] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2016-11-28 23:40:39,190 [Worker-180] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (GBK actually) to copy filtered resources, i.e. build is platform dependent!
2016-11-28 23:40:39,193 [Worker-180] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 14 resources
2016-11-28 23:40:39,195 [Worker-180] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (GBK actually) to copy filtered resources, i.e. build is platform dependent!
2016-11-28 23:40:39,197 [Worker-180] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2016-11-28 23:40:48,143 [Worker-179] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (GBK actually) to copy filtered resources, i.e. build is platform dependent!
2016-11-28 23:40:48,146 [Worker-179] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 14 resources
2016-11-28 23:40:48,147 [Worker-179] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (GBK actually) to copy filtered resources, i.e. build is platform dependent!
2016-11-28 23:40:48,149 [Worker-179] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2016-11-28 23:40:59,100 [Worker-180] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (GBK actually) to copy filtered resources, i.e. build is platform dependent!
2016-11-28 23:40:59,102 [Worker-180] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 14 resources
2016-11-28 23:40:59,103 [Worker-180] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (GBK actually) to copy filtered resources, i.e. build is platform dependent!
